fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
2.128231705849268,0.5306282510621704,0.0,1.0647107369924282,0.07325046173959267,2.4849066497880004,3.5553480614894135,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
2.174751721484161,0.6312717768418579,0.0,1.2809338454620642,0.0934903430873389,3.258096538021482,4.219507705176107,0.6915458991929715,1.4350845252893227,0.5187937934151675,2.379546134130174,5
2.174751721484161,0.5653138090500605,0.039220713153281295,1.1939224684724346,0.0880108773227133,2.772588722239781,4.007333185232471,0.6916460544336782,1.449269160281279,0.5007752879124893,2.379546134130174,5
2.501435951739211,0.2468600779315258,0.44468582126144574,1.0647107369924282,0.07232066157962612,2.8903717578961645,4.110873864173311,0.6921466802263617,1.425515074273172,0.4574248470388754,2.379546134130174,6
2.128231705849268,0.5306282510621704,0.0,1.0647107369924282,0.07325046173959267,2.4849066497880004,3.5553480614894135,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
2.128231705849268,0.5068176023684519,0.0,1.0296194171811581,0.07232066157962612,2.6390573296152584,3.713572066704308,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
2.186051276738094,0.4700036292457356,0.05826890812397577,0.9555114450274363,0.06672363204290818,2.772588722239781,4.0943445622221,0.6913455586133171,1.4586150226995167,0.3784364357202451,2.341805806147327,5
2.1162555148025524,0.5007752879124893,0.0,0.7884573603642702,0.06297479916138844,2.772588722239781,3.091042453358316,0.6904435289856304,1.4793292270870801,0.3852624007906449,2.3978952727983707,7
2.174751721484161,0.4574248470388754,0.019802627296179712,1.0986122886681098,0.07045846364856141,2.302585092994046,2.9444389791664403,0.6915458991929715,1.4724720573609429,0.4510756193602166,2.3513752571634776,7
2.1400661634962708,0.4054651081081644,0.3074846997479606,1.9600947840472698,0.06859279146561172,2.8903717578961645,4.634728988229636,0.6920465751159123,1.4701758451005926,0.5877866649021191,2.4423470353692043,5
2.0412203288596382,0.4574248470388754,0.07696104113612832,1.0296194171811581,0.0925791812930932,2.772588722239781,4.189654742026425,0.6910950764338145,1.4539530095937052,0.43178241642553783,2.322387720290225,5
2.1400661634962708,0.4054651081081644,0.3074846997479606,1.9600947840472698,0.06859279146561172,2.8903717578961645,4.634728988229636,0.6920465751159123,1.4701758451005926,0.5877866649021191,2.4423470353692043,5
1.8870696490323797,0.47933495667461984,0.0,0.9555114450274363,0.08525984395082342,2.833213344056216,4.0943445622221,0.6902931115770389,1.5216989981260935,0.41871033485818504,2.388762789235098,5
2.174751721484161,0.4762341789963716,0.2546422183735807,0.9555114450274363,0.10795714150509228,2.302585092994046,3.4011973816621555,0.6918463348268973,1.449269160281279,0.9400072584914712,2.312535423847214,5
