fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
2.0794415416798357,0.23901690047049992,0.3074846997479606,3.077312260546414,0.04401688541677433,3.828641396489095,5.14166355650266,0.6936470556015963,1.3862943611198906,0.37156355643248307,2.2823823856765264,6
1.9878743481543455,0.262364264467491,0.29266961396282,0.9555114450274363,0.04783732941416013,2.70805020110221,4.890349128221754,0.6901426715396466,1.4586150226995167,0.3987761199573678,2.3513752571634776,6
2.2082744135228043,0.2468600779315258,0.33647223662121295,2.066862759472976,0.048790164169432,3.4339872044851463,4.584967478670572,0.6906941743988785,1.449269160281279,0.3646431135879093,2.4069451083182885,6
2.1041341542702074,0.20701416938432615,0.2776317365982795,2.2512917986064953,0.05638033343610764,3.871201010907891,5.231108616854587,0.6909447570047452,1.4327007339340463,0.33647223662121295,2.388762789235098,6
2.1041341542702074,0.20701416938432615,0.2776317365982795,2.2512917986064953,0.05638033343610764,3.871201010907891,5.231108616854587,0.6909447570047452,1.4327007339340463,0.33647223662121295,2.388762789235098,6
2.2082744135228043,0.2468600779315258,0.33647223662121295,2.066862759472976,0.048790164169432,3.4339872044851463,4.584967478670572,0.6906941743988785,1.449269160281279,0.3646431135879093,2.4069451083182885,6
1.9740810260220096,0.2776317365982795,0.1484200051182733,2.0794415416798357,0.04401688541677433,3.4339872044851463,4.919980925828125,0.6905939237722282,1.430311246536665,0.3852624007906449,2.3608540011180215,6
2.0794415416798357,0.23901690047049992,0.3074846997479606,3.077312260546414,0.04401688541677433,3.828641396489095,5.14166355650266,0.6936470556015963,1.3862943611198906,0.37156355643248307,2.2823823856765264,6
1.9878743481543455,0.262364264467491,0.29266961396282,0.9555114450274363,0.04783732941416013,2.70805020110221,4.890349128221754,0.6901426715396466,1.4586150226995167,0.3987761199573678,2.3513752571634776,6
2.2082744135228043,0.1988508587451652,0.35767444427181594,0.9162907318741551,0.04305948946044697,3.367295829986474,4.867534450455582,0.6900423656064666,1.4398351280479207,0.37156355643248307,2.4849066497880004,6
2.2082744135228043,0.23901690047049992,0.3435897043900769,0.8960880245566356,0.032467190137501496,2.4849066497880004,4.1588830833596715,0.688536568002262,1.3837912309017721,0.44468582126144574,2.5649493574615367,5
2.2617630984737906,0.20701416938432615,0.33647223662121295,1.6486586255873816,0.0344014267173324,2.8903717578961645,4.700480365792417,0.690493663094382,1.420695787837223,0.4252677354043441,2.3702437414678603,5
2.186051276738094,0.16551443847757338,0.31481073984003355,0.7884573603642702,0.039220713153281295,2.833213344056216,4.330733340286331,0.6891391591624065,1.430311246536665,0.48858001481867097,2.468099531471619,5
2.028148247292285,0.1484200051182733,0.33647223662121295,0.9162907318741551,0.04305948946044697,3.8918202981106265,4.969813299576001,0.6887374720712451,1.5129270120532565,0.41871033485818504,2.5952547069568657,7
2.2300144001592104,0.3506568716131694,0.4824261492442927,3.0081547935525483,0.039220713153281295,3.7376696182833684,5.153291594497779,0.6932471755602786,1.3812818192963463,0.5128236264286639,2.3702437414678603,5
2.028148247292285,0.15700374880966478,0.3220834991691133,0.9162907318741551,0.03149866705937099,3.367295829986474,4.727387818712341,0.6888379089718468,1.4469189829363254,0.4382549309311553,2.517696472610991,7
1.9878743481543455,0.3920420877760237,0.039220713153281295,0.7419373447293773,0.044973365642731154,3.4339872044851463,4.605170185988092,0.6895406849658337,1.4445632692438664,0.3074846997479606,2.3608540011180215,6
